Job démarré sur gnode4 à Wed Feb 11 12:30:26 CET 2026
Run main_expe
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p015__g0p005__ds0p01__dm0p01
     avg_score=-885.059998 | runtime=1.37s
  -> run QUBO_dim256_t0
     avg_score=-1465.660034 | runtime=1.53s
  -> run QUBO_dim256_t1
     avg_score=-1220.560059 | runtime=1.53s
  -> run QUBO_dim256_t2
     avg_score=-1116.040039 | runtime=1.53s
  -> run QUBO_dim256_t3
     avg_score=-2947.199951 | runtime=1.53s
  -> run QUBO_dim256_t4
     avg_score=-2453.260010 | runtime=1.53s
  -> run QUBO_dim256_t5
     avg_score=-2325.199951 | runtime=1.53s
  -> run NK_dim128_t1
     avg_score=0.710487 | runtime=1.35s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.736950 | runtime=1.35s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.751406 | runtime=1.38s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.662559 | runtime=1.62s
  -> run NK_dim256_t1
     avg_score=0.704536 | runtime=1.62s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.726672 | runtime=1.64s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.716177 | runtime=1.70s
  -> run NK_dim256_t8
     avg_score=0.599301 | runtime=2.23s
  -> run NK_dim64_t1
     avg_score=0.711838 | runtime=1.34s
  -> run NK_dim64_t2
     avg_score=0.744956 | runtime=1.34s
  -> run NK_dim64_t4
     avg_score=0.753994 | runtime=1.35s
  -> run NK_dim64_t8
     avg_score=0.729652 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p015__g0p01__ds0p01__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-201.580002 | runtime=1.34s
  -> run QUBO_dim64_t1
     avg_score=-149.880005 | runtime=1.34s
  -> run QUBO_dim64_t2
     avg_score=-138.020004 | runtime=1.34s
  -> run QUBO_dim64_t3
     avg_score=-415.459991 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-331.899994 | runtime=1.34s
  -> run QUBO_dim64_t5
     avg_score=-312.820007 | runtime=1.34s
  -> run QUBO_dim128_t0
     avg_score=-575.000000 | runtime=1.37s
  -> run QUBO_dim128_t1
     avg_score=-438.679993 | runtime=1.37s
  -> run QUBO_dim128_t2
     avg_score=-423.899994 | runtime=1.37s
  -> run QUBO_dim128_t3
     avg_score=-1196.119995 | runtime=1.37s
  -> run QUBO_dim128_t4
     avg_score=-939.380005 | runtime=1.37s
  -> run QUBO_dim128_t5
     avg_score=-901.640015 | runtime=1.37s
  -> run QUBO_dim256_t0
     avg_score=-1552.060059 | runtime=1.53s
  -> run QUBO_dim256_t1
     avg_score=-1253.400024 | runtime=1.53s
  -> run QUBO_dim256_t2
     avg_score=-1171.280029 | runtime=1.53s
  -> run QUBO_dim256_t3
     avg_score=-3151.879883 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2517.020020 | runtime=1.53s
  -> run QUBO_dim256_t5
     avg_score=-2439.080078 | runtime=1.53s
  -> run NK_dim128_t1
     avg_score=0.710975 | runtime=1.35s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.737756 | runtime=1.35s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.757669 | runtime=1.37s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.712803 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.707152 | runtime=1.62s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.733512 | runtime=1.64s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.738632 | runtime=1.70s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.657732 | runtime=2.23s
  -> run NK_dim64_t1
     avg_score=0.711881 | runtime=1.34s
  -> run NK_dim64_t2
     avg_score=0.745016 | runtime=1.39s
  -> run NK_dim64_t4
     avg_score=0.754517 | runtime=1.35s
  -> run NK_dim64_t8
     avg_score=0.741089 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p015__g0p01__ds0p01__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-202.320007 | runtime=1.34s
  -> run QUBO_dim64_t1
     avg_score=-149.779999 | runtime=1.34s
  -> run QUBO_dim64_t2
     avg_score=-138.720001 | runtime=1.34s
  -> run QUBO_dim64_t3
     avg_score=-417.380005 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-331.920013 | runtime=1.34s
  -> run QUBO_dim64_t5
     avg_score=-307.519989 | runtime=1.35s
  -> run QUBO_dim128_t0
     avg_score=-552.640015 | runtime=1.37s
  -> run QUBO_dim128_t1
     avg_score=-433.739990 | runtime=1.37s
  -> run QUBO_dim128_t2
     avg_score=-418.940002 | runtime=1.37s
  -> run QUBO_dim128_t3
     avg_score=-1137.119995 | runtime=1.37s
  -> run QUBO_dim128_t4
     avg_score=-913.580017 | runtime=1.37s
  -> run QUBO_dim128_t5
     avg_score=-860.719971 | runtime=1.37s
  -> run QUBO_dim256_t0
     avg_score=-1345.719971 | runtime=1.53s
  -> run QUBO_dim256_t1
     avg_score=-1159.760010 | runtime=1.53s
  -> run QUBO_dim256_t2
     avg_score=-1060.979980 | runtime=1.53s
  -> run QUBO_dim256_t3
     avg_score=-2720.520020 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2330.959961 | runtime=1.54s
  -> run QUBO_dim256_t5
     avg_score=-2147.000000 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.710506 | runtime=1.35s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.734948 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.742031 | runtime=1.38s
  -> run NK_dim128_t8
     avg_score=0.627663 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.701468 | runtime=1.62s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.719402 | runtime=1.64s
  -> run NK_dim256_t4
     avg_score=0.697370 | runtime=1.70s
  -> run NK_dim256_t8
     avg_score=0.583101 | runtime=2.24s
  -> run NK_dim64_t1
     avg_score=0.711914 | runtime=1.34s
     -> TOP 1
  -> run NK_dim64_t2
     avg_score=0.744773 | runtime=1.35s
  -> run NK_dim64_t4
     avg_score=0.749159 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.704580 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p015__g0p01__ds0p15__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-201.479996 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-150.380005 | runtime=1.34s
  -> run QUBO_dim64_t2
     avg_score=-139.759995 | runtime=1.34s
  -> run QUBO_dim64_t3
     avg_score=-417.619995 | runtime=1.34s
  -> run QUBO_dim64_t4
     avg_score=-329.220001 | runtime=1.34s
  -> run QUBO_dim64_t5
     avg_score=-309.480011 | runtime=1.34s
  -> run QUBO_dim128_t0
     avg_score=-574.479980 | runtime=1.37s
  -> run QUBO_dim128_t1
     avg_score=-439.220001 | runtime=1.37s
  -> run QUBO_dim128_t2
     avg_score=-425.959991 | runtime=1.37s
  -> run QUBO_dim128_t3
     avg_score=-1173.800049 | runtime=1.37s
  -> run QUBO_dim128_t4
     avg_score=-929.260010 | runtime=1.37s
  -> run QUBO_dim128_t5
     avg_score=-902.580017 | runtime=1.37s
  -> run QUBO_dim256_t0
     avg_score=-1517.099976 | runtime=1.54s
  -> run QUBO_dim256_t1
     avg_score=-1244.880005 | runtime=1.54s
  -> run QUBO_dim256_t2
     avg_score=-1168.319946 | runtime=1.54s
  -> run QUBO_dim256_t3
     avg_score=-3083.959961 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2495.639893 | runtime=1.54s
  -> run QUBO_dim256_t5
     avg_score=-2383.959961 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.710839 | runtime=1.35s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.737338 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.756181 | runtime=1.38s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.705774 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.706422 | runtime=1.62s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.732321 | runtime=1.64s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.735678 | runtime=1.70s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.641896 | runtime=2.24s
  -> run NK_dim64_t1
     avg_score=0.711947 | runtime=1.35s
     -> TOP 1
  -> run NK_dim64_t2
     avg_score=0.745558 | runtime=1.40s
  -> run NK_dim64_t4
     avg_score=0.752642 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.737127 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p015__g0p01__ds0p15__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-201.500000 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-149.220001 | runtime=1.34s
  -> run QUBO_dim64_t2
     avg_score=-139.860001 | runtime=1.34s
  -> run QUBO_dim64_t3
     avg_score=-411.600006 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-330.519989 | runtime=1.34s
  -> run QUBO_dim64_t5
     avg_score=-309.859985 | runtime=1.35s
  -> run QUBO_dim128_t0
     avg_score=-551.200012 | runtime=1.37s
  -> run QUBO_dim128_t1
     avg_score=-431.100006 | runtime=1.37s
  -> run QUBO_dim128_t2
     avg_score=-412.779999 | runtime=1.37s
  -> run QUBO_dim128_t3
     avg_score=-1129.300049 | runtime=1.37s
  -> run QUBO_dim128_t4
     avg_score=-906.000000 | runtime=1.37s
  -> run QUBO_dim128_t5
     avg_score=-849.280029 | runtime=1.37s
  -> run QUBO_dim256_t0
     avg_score=-1313.359985 | runtime=1.54s
  -> run QUBO_dim256_t1
     avg_score=-1135.079956 | runtime=1.53s
  -> run QUBO_dim256_t2
     avg_score=-1022.239990 | runtime=1.53s
  -> run QUBO_dim256_t3
     avg_score=-2622.919922 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2304.280029 | runtime=1.53s
  -> run QUBO_dim256_t5
     avg_score=-2103.020020 | runtime=1.53s
  -> run NK_dim128_t1
     avg_score=0.710420 | runtime=1.35s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.734867 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.737692 | runtime=1.38s
  -> run NK_dim128_t8
     avg_score=0.623169 | runtime=1.62s
  -> run NK_dim256_t1
     avg_score=0.700325 | runtime=1.62s
  -> run NK_dim256_t2
     avg_score=0.715954 | runtime=1.64s
  -> run NK_dim256_t4
     avg_score=0.690546 | runtime=1.70s
  -> run NK_dim256_t8
     avg_score=0.579717 | runtime=2.23s
  -> run NK_dim64_t1
     avg_score=0.711888 | runtime=1.35s
  -> run NK_dim64_t2
     avg_score=0.744517 | runtime=1.35s
  -> run NK_dim64_t4
     avg_score=0.750873 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.695985 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p015__g0p01__ds0p3__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-202.059998 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-149.919998 | runtime=1.34s
  -> run QUBO_dim64_t2
     avg_score=-139.160004 | runtime=1.34s
  -> run QUBO_dim64_t3
     avg_score=-413.119995 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-332.640015 | runtime=1.35s
  -> run QUBO_dim64_t5
     avg_score=-311.859985 | runtime=1.35s
  -> run QUBO_dim128_t0
     avg_score=-571.500000 | runtime=1.37s
  -> run QUBO_dim128_t1
     avg_score=-436.380005 | runtime=1.37s
  -> run QUBO_dim128_t2
     avg_score=-426.739990 | runtime=1.37s
  -> run QUBO_dim128_t3
     avg_score=-1171.300049 | runtime=1.37s
  -> run QUBO_dim128_t4
     avg_score=-927.700012 | runtime=1.37s
  -> run QUBO_dim128_t5
     avg_score=-893.640015 | runtime=1.37s
  -> run QUBO_dim256_t0
     avg_score=-1478.219971 | runtime=1.54s
  -> run QUBO_dim256_t1
     avg_score=-1226.560059 | runtime=1.53s
  -> run QUBO_dim256_t2
     avg_score=-1148.739990 | runtime=1.53s
  -> run QUBO_dim256_t3
     avg_score=-3012.979980 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2454.699951 | runtime=1.54s
  -> run QUBO_dim256_t5
     avg_score=-2339.139893 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.710881 | runtime=1.35s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.737807 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.753942 | runtime=1.38s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.688265 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.705328 | runtime=1.62s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.729660 | runtime=1.64s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.727855 | runtime=1.70s
  -> run NK_dim256_t8
     avg_score=0.624731 | runtime=2.24s
  -> run NK_dim64_t1
     avg_score=0.711704 | runtime=1.35s
  -> run NK_dim64_t2
     avg_score=0.745070 | runtime=1.40s
  -> run NK_dim64_t4
     avg_score=0.752403 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.733358 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p015__g0p01__ds0p3__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-200.500000 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-148.279999 | runtime=1.35s
  -> run QUBO_dim64_t2
     avg_score=-139.020004 | runtime=1.35s
  -> run QUBO_dim64_t3
     avg_score=-413.660004 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-330.239990 | runtime=1.35s
  -> run QUBO_dim64_t5
     avg_score=-309.380005 | runtime=1.35s
  -> run QUBO_dim128_t0
     avg_score=-542.460022 | runtime=1.38s
  -> run QUBO_dim128_t1
     avg_score=-432.320007 | runtime=1.38s
  -> run QUBO_dim128_t2
     avg_score=-408.839996 | runtime=1.38s
  -> run QUBO_dim128_t3
     avg_score=-1097.020020 | runtime=1.38s
  -> run QUBO_dim128_t4
     avg_score=-898.200012 | runtime=1.37s
  -> run QUBO_dim128_t5
     avg_score=-842.000000 | runtime=1.38s
  -> run QUBO_dim256_t0
     avg_score=-1259.219971 | runtime=1.54s
  -> run QUBO_dim256_t1
     avg_score=-1111.239990 | runtime=1.54s
  -> run QUBO_dim256_t2
     avg_score=-1001.619995 | runtime=1.53s
  -> run QUBO_dim256_t3
     avg_score=-2508.040039 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2246.899902 | runtime=1.54s
  -> run QUBO_dim256_t5
     avg_score=-2036.619995 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.709453 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.733174 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.733270 | runtime=1.38s
  -> run NK_dim128_t8
     avg_score=0.615830 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.697974 | runtime=1.62s
  -> run NK_dim256_t2
     avg_score=0.711902 | runtime=1.64s
  -> run NK_dim256_t4
     avg_score=0.682167 | runtime=1.70s
  -> run NK_dim256_t8
     avg_score=0.577671 | runtime=2.25s
  -> run NK_dim64_t1
     avg_score=0.711952 | runtime=1.35s
     -> TOP 1
  -> run NK_dim64_t2
     avg_score=0.744753 | runtime=1.35s
  -> run NK_dim64_t4
     avg_score=0.748316 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.683158 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p015__g0p015__ds0p01__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-201.660004 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-149.899994 | runtime=1.35s
  -> run QUBO_dim64_t2
     avg_score=-140.259995 | runtime=1.35s
  -> run QUBO_dim64_t3
     avg_score=-414.299988 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-331.440002 | runtime=1.35s
  -> run QUBO_dim64_t5
     avg_score=-312.320007 | runtime=1.35s
  -> run QUBO_dim128_t0
     avg_score=-571.520020 | runtime=1.38s
  -> run QUBO_dim128_t1
     avg_score=-438.440002 | runtime=1.37s
  -> run QUBO_dim128_t2
     avg_score=-426.880005 | runtime=1.37s
  -> run QUBO_dim128_t3
     avg_score=-1168.000000 | runtime=1.38s
  -> run QUBO_dim128_t4
     avg_score=-932.140015 | runtime=1.38s
  -> run QUBO_dim128_t5
     avg_score=-882.739990 | runtime=1.37s
  -> run QUBO_dim256_t0
     avg_score=-1451.000000 | runtime=1.54s
  -> run QUBO_dim256_t1
     avg_score=-1207.739990 | runtime=1.54s
  -> run QUBO_dim256_t2
     avg_score=-1123.180054 | runtime=1.54s
  -> run QUBO_dim256_t3
     avg_score=-2938.659912 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2425.540039 | runtime=1.54s
  -> run QUBO_dim256_t5
     avg_score=-2303.199951 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.710729 | runtime=1.35s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.737347 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.753275 | runtime=1.38s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.675956 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.705226 | runtime=1.63s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.728034 | runtime=1.64s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.723437 | runtime=1.70s
  -> run NK_dim256_t8
     avg_score=0.609446 | runtime=2.24s
  -> run NK_dim64_t1
     avg_score=0.711889 | runtime=1.35s
  -> run NK_dim64_t2
     avg_score=0.745166 | runtime=1.40s
  -> run NK_dim64_t4
     avg_score=0.751512 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.729149 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p015__g0p015__ds0p01__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-195.179993 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-149.259995 | runtime=1.35s
  -> run QUBO_dim64_t2
     avg_score=-139.660004 | runtime=1.35s
  -> run QUBO_dim64_t3
     avg_score=-404.040009 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-326.980011 | runtime=1.36s
  -> run QUBO_dim64_t5
     avg_score=-300.040009 | runtime=1.35s
  -> run QUBO_dim128_t0
     avg_score=-487.260010 | runtime=1.38s
  -> run QUBO_dim128_t1
     avg_score=-412.500000 | runtime=1.38s
  -> run QUBO_dim128_t2
     avg_score=-387.480011 | runtime=1.38s
  -> run QUBO_dim128_t3
     avg_score=-993.679993 | runtime=1.38s
  -> run QUBO_dim128_t4
     avg_score=-856.219971 | runtime=1.38s
  -> run QUBO_dim128_t5
     avg_score=-774.640015 | runtime=1.37s
  -> run QUBO_dim256_t0
     avg_score=-994.979980 | runtime=1.54s
  -> run QUBO_dim256_t1
     avg_score=-990.340027 | runtime=1.53s
  -> run QUBO_dim256_t2
     avg_score=-892.799988 | runtime=1.54s
  -> run QUBO_dim256_t3
     avg_score=-1940.160034 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-1998.239990 | runtime=1.54s
  -> run QUBO_dim256_t5
     avg_score=-1802.939941 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.707415 | runtime=1.36s
  -> run NK_dim128_t2
     avg_score=0.724987 | runtime=1.36s
  -> run NK_dim128_t4
     avg_score=0.707846 | runtime=1.38s
  -> run NK_dim128_t8
     avg_score=0.604934 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.688328 | runtime=1.62s
  -> run NK_dim256_t2
     avg_score=0.694558 | runtime=1.64s
  -> run NK_dim256_t4
     avg_score=0.650802 | runtime=1.70s
  -> run NK_dim256_t8
     avg_score=0.575143 | runtime=2.24s
  -> run NK_dim64_t1
     avg_score=0.711827 | runtime=1.35s
  -> run NK_dim64_t2
     avg_score=0.744471 | runtime=1.35s
  -> run NK_dim64_t4
     avg_score=0.741560 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.655803 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p015__g0p015__ds0p15__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-201.559998 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-148.759995 | runtime=1.35s
  -> run QUBO_dim64_t2
     avg_score=-139.940002 | runtime=1.35s
  -> run QUBO_dim64_t3
     avg_score=-417.959991 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-332.459991 | runtime=1.35s
  -> run QUBO_dim64_t5
     avg_score=-309.320007 | runtime=1.35s
  -> run QUBO_dim128_t0
     avg_score=-565.979980 | runtime=1.37s
  -> run QUBO_dim128_t1
     avg_score=-434.500000 | runtime=1.37s
  -> run QUBO_dim128_t2
     avg_score=-419.200012 | runtime=1.37s
  -> run QUBO_dim128_t3
     avg_score=-1146.239990 | runtime=1.37s
  -> run QUBO_dim128_t4
     avg_score=-918.700012 | runtime=1.37s
  -> run QUBO_dim128_t5
     avg_score=-873.619995 | runtime=1.37s
  -> run QUBO_dim256_t0
     avg_score=-1405.380005 | runtime=1.54s
  -> run QUBO_dim256_t1
     avg_score=-1178.079956 | runtime=1.53s
  -> run QUBO_dim256_t2
     avg_score=-1083.239990 | runtime=1.53s
  -> run QUBO_dim256_t3
     avg_score=-2815.219971 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2363.620117 | runtime=1.54s
  -> run QUBO_dim256_t5
     avg_score=-2224.699951 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.710478 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.735777 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.750654 | runtime=1.38s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.660631 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.703401 | runtime=1.62s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.724891 | runtime=1.64s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.714878 | runtime=1.70s
  -> run NK_dim256_t8
     avg_score=0.597769 | runtime=2.24s
  -> run NK_dim64_t1
     avg_score=0.711940 | runtime=1.35s
     -> TOP 1
  -> run NK_dim64_t2
     avg_score=0.744882 | runtime=1.39s
  -> run NK_dim64_t4
     avg_score=0.751060 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.722525 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p015__g0p015__ds0p15__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-196.059998 | runtime=1.40s
  -> run QUBO_dim64_t1
     avg_score=-149.820007 | runtime=1.35s
  -> run QUBO_dim64_t2
     avg_score=-138.119995 | runtime=1.35s
  -> run QUBO_dim64_t3
     avg_score=-402.640015 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-326.579987 | runtime=1.35s
  -> run QUBO_dim64_t5
     avg_score=-301.119995 | runtime=1.35s
  -> run QUBO_dim128_t0
     avg_score=-468.500000 | runtime=1.38s
  -> run QUBO_dim128_t1
     avg_score=-404.660004 | runtime=1.37s
  -> run QUBO_dim128_t2
     avg_score=-378.339996 | runtime=1.37s
  -> run QUBO_dim128_t3
     avg_score=-978.400024 | runtime=1.37s
  -> run QUBO_dim128_t4
     avg_score=-829.219971 | runtime=1.37s
  -> run QUBO_dim128_t5
     avg_score=-760.140015 | runtime=1.37s
  -> run QUBO_dim256_t0
     avg_score=-913.380005 | runtime=1.54s
  -> run QUBO_dim256_t1
     avg_score=-945.179993 | runtime=1.54s
